Titolo,Spotify_URL,Description,Id,Part,Category,Guest,Shownotes,Google_url,Guest_lower,GPT,Sottotitolo
113_1 Luca Siciliano - I vincoli artificiali ci aiutano a fare cose che non crediamo possibili,https://open.spotify.com/episode/3zDxcNtASQ4jhn3mij7jY6,"Prima parte dell'intervista a Luca Siciliano, CEO & founder di Orteat Con Luca tocchiamo tantissimi temi davvero interessanti:  l’importanza di esporci a stimoli di varia natura per aumentare le probabilità di trovare la strada che realmente ci piace  spesso non ci vogliono idee geniali per creare un business, a volte basta osservare quello che stiamo facendo e capire se potrebbe beneficiare qualcun altro e chiederci se e come potrebbe scalare  l'importanza del luogo in cui studiare e lavorare in funzione di quello che vogliamo, le cose che ci interessano, il mindset delle persone  l’importanza di crearci dei vincoli artificiali per forzarci a fare cose che altrimenti non faremmo  abbiamo parlato dell’importanza, quando ci relazioniamo con gli altri, di chiederci cosa dobbiamo fare per lasciare loro una buona opinione di noi invece che concentraci, come spesso facciamo, su chi siamo noi e cosa importa a noi.  e molto altro! Trovi show notes e link discussi su https://officeofcards.com/podcasts Scopri la Newsletter di Office of Cards!  Segui il canale YouTube di Office of Cards!  Learn more about your ad choices. Visit megaphone.fm/adchoices",113,1,INTERVISTA,Luca Siciliano,https://officeofcards.com/ospite/luca-siciliano/,https://podcasts.google.com/feed/aHR0cHM6Ly9mZWVkcy5tZWdhcGhvbmUuZm0vb2ZmaWNlb2ZjYXJkcw/episode/N2M1ZjAwMzYtOTM0Yy0xMWVlLWFhMTgtMzNiNGEyYWE5ZTNh?sa=X&ved=2ahUKEwiR18jbx86DAxVvtv0HHWbUAt0QkfYCegQIARAF,luca siciliano,*,*
113_2 Luca Siciliano - CEO & Founder di Orteat,https://open.spotify.com/episode/1DPkOs5wjFGIVyQtWKmgbJ,"Seconda parte dell'intervista a Luca Siciliano, CEO & founder di Orteat Con Luca tocchiamo tantissimi temi davvero interessanti:  l’approccio metodico che Luca ha applicato per inseguire il suo sogno  abbiamo anche spiegato la catena del valore del fresco per aiutarvi a fare scelte più informate la prossima volta che andate a fare la spesa.  abbiamo anche sentito l’importanza, per Luca e per Orteat, di avere un modello di business flessibile che gli permette di servire al meglio sia i clienti (dando loro selection) che gli agricoltori (che possono concentrarsi sul fare bene il loro lavoro)  abbiamo parlato, come altre volte in questo podcast, dell’importanza di mangiare bene per vivere a lungo… e non solo, anche e sopratutto per vivere sani  l’importanza di cercare di avere un contributo net impact positivo al sistema di cui facciamo parte.  e molto altro! Trovi show notes e link discussi su https://officeofcards.com/podcasts Scopri la Newsletter di Office of Cards!  Segui il canale YouTube di Office of Cards!  Learn more about your ad choices. Visit megaphone.fm/adchoices",113,2,INTERVISTA,Luca Siciliano,https://officeofcards.com/ospite/luca-siciliano/,https://podcasts.google.com/feed/aHR0cHM6Ly9mZWVkcy5tZWdhcGhvbmUuZm0vb2ZmaWNlb2ZjYXJkcw/episode/ZmZkNGFlOTgtOTM0Yy0xMWVlLWFiMWMtMDM2ODA5MjBhY2Q4?sa=X&ved=2ahUKEwiUstOWid2DAxX3if0HHQM3DLwQkfYCegQIARAF,luca siciliano,*,*
114_1 Federico Zambelli Hosmer - Come passare da manager di azienda a startupper,https://open.spotify.com/episode/6JXV1xneElOidUdO6fWdsE,"Prima parte dell'intervista a Federico Zambelli Hosmer, founder di BKN301 Con Federico tocchiamo tantissimi temi davvero interessanti:  le domande difficili sono quelle che ci fanno crescere  “siamo tutti leader”, abbiamo discusso di come sia importante, per un leader, continuare a cercare una situazione di discomfort e di disequilibrio per spingere l’azienda a crescere  abbiamo sottolineato l’importanza del network e del posizionamento  abbiamo anche fatto un approfondimento sul posizionamento finanziario  abbiamo discusso dell’importanza di circondarci di coach e mentors per aiutarci ed evitare tanti piccoli errori che rischiamo di fare quando facciamo qualcosa di nuovo per la prima volta  ultimo tassello per la creazione dell’azienda: i soci o cofounders  abbiamo parlato del ruolo sociale che hanno le startup nell’andare a prendere opportunità che le grandi aziende, proprio per motivi legati alle loro dimensioni, non riescono ad andare a cogliere.  avete poi sentito lo studio metodico che Federico e i suoi soci hanno fatto del mercato nel quale stavano entrando, valutandone la dimensione, la crescita potenziale, il problema che le persone hanno, chi operava in quel settore e che limiti aveva… tutte cose FONDAMENTALI da fare per evitare di sotto o sovrastimare alcuni elementi che potrebbero trovarci impreparati.  e molto altro! Trovi show notes e link discussi su https://officeofcards.com/podcasts Scopri la Newsletter di Office of Cards!  Segui il canale YouTube di Office of Cards!  Learn more about your ad choices. Visit megaphone.fm/adchoices",114,1,INTERVISTA,Federico Zambelli Hosmer,https://officeofcards.com/ospite/federico-zambelli-hosmer-2/,https://podcasts.google.com/feed/aHR0cHM6Ly9mZWVkcy5tZWdhcGhvbmUuZm0vb2ZmaWNlb2ZjYXJkcw/episode/ZmZkNGFlOTgtOTM0Yy0xMWVlLWFiMWMtMDM2ODA5MjBhY2Q4?sa=X&ved=2ahUKEwiUstOWid2DAxX3if0HHQM3DLwQkfYCegQIARAF,federico zambelli hosmer,*,*
114_2 Federico Zambelli Hosmer - Come passare da manager di azienda a startupper,https://open.spotify.com/episode/0sdz9WGHSBukOLzXjdXLAE,"Seconda parte dell'intervista a Federico Zambelli Hosmer, founder di BKN301 Con Federico tocchiamo tantissimi temi davvero interessanti:  l’importanza che ha la scelta delle persone giuste di cui circondarci per poter creare un prodotto ben fatto  avete poi sentito l’aspetto psicologico di un founder, il self-doubt, le volte in cui ti viene voglia di mollare tutto, le crisi coi clienti che non ti comprano, le complessità dei mercati…   avete anche sentito come l’idea sia davvero poco centrale nella decisione di fare l’imprenditore, perché le idee si plasmano, cambiano, evolvono mentre ci lavori.  abbiamo parlato anche dell’importanza di saper gestire il nostro tempo e le nostre priorità quando nessuno ci dice cosa fare e come farlo.   e alla fine i 3 tips di Federico: prima di tutto capire che fare l’imprenditore non è una strada a senso unico ma possiamo provare e, se non va, possiamo tornare in grandi aziende; poi dobbiamo avere capacità di osservare e ascoltare i cambiamenti di scenario, i feedback che colleghi e clienti ci danno; e crederci, sempre e più degli altri.  e molto altro! Trovi show notes e link discussi su https://officeofcards.com/podcasts Scopri la Newsletter di Office of Cards!  Segui il canale YouTube di Office of Cards!  Learn more about your ad choices. Visit megaphone.fm/adchoices",114,2,INTERVISTA,Federico Zambelli Hosmer,https://officeofcards.com/ospite/federico-zambelli-hosmer-2/,https://podcasts.google.com/feed/aHR0cHM6Ly9mZWVkcy5tZWdhcGhvbmUuZm0vb2ZmaWNlb2ZjYXJkcw/episode/MmNiMDllNzgtYWJkNC0xMWVlLTg0MTAtOWY1YjljMjNkMGRi?sa=X&ved=2ahUKEwj_zt77oICEAxX9nf0HHfuGAgQQkfYCegQIARAF,federico zambelli hosmer,*,*
115_1 Alex Fusaro - Il linguaggio della musica,https://open.spotify.com/episode/1L8A5S8UhZ3xGjujSYeP6D,"Prima parte dell'intervista ad Alex Fusaro, professore, cantante e compositore Con Alex tocchiamo tantissimi temi davvero interessanti:  siamo partiti parlando degli inizi di Alex con la musica, davvero bella la storia di padre e figlio che vanno a fare questa cosa insieme e condividono questo percorso che, sicuramente, li ha uniti attorno a questa passione  interessante il parallelo tra la scelta che Alex ha fatto di intraprendere la carriera musicale… quasi come la scelta di fare l’imprenditore, con dei rischi superiori rispetto a carriere accademiche molto più tradizionali. Ma se c’è la passione, l’energia, la voglia… e ovviamente anche i risultati supportano questa tesi, il rischio è solo apparente perché i risultati in questi casi arrivano sempre!  avete sentito l’enfasi che Alex mette sulla formazione e il valore che questa aveva sia per colmare alcuni suoi gap su certi temi, sia come networking e introduzione ad ambienti che lo avrebbero portato vicino ad una professione in linea con quello che voleva fare  abbiamo parlato di come la paura dei competitor sia sanissima se ce la facciamo venire per tempo e la usiamo per alimentare la nostra determinazione nel voler fare meglio di loro e fare il lavoro e i sacrifici che ci servono per arrivare davanti a loro  abbiamo discusso il valore dell’arte per capire chi siamo e, conseguentemente, il valore di studiare tutte le forme di arte per avere gli strumenti che ci servono per decifrare l’arte e capire quindi chi siamo e cosa ci piace  avete poi sentito come Alex si sia buttato in una cosa in cui credeva molto: fare un video sulla maturità coinvolgendo i ragazzi. Un potrebbe poi dire che ha avuto la fortuna che Zaia l’ha citato, che la giornalista l’ha notato, che il suo video è finito su Studio Aperto… ed è vero, quella è stata fortuna. Ma quella fortuna se l’è cercata facendo un video, studiando musica per 20 anni, credendo in quello che voleva fare e facendolo al meglio delle sue possibilità e delle sue capacità.  e molto altro! Trovi show notes e link discussi su https://officeofcards.com/podcasts Scopri la Newsletter di Office of Cards!  Segui il canale YouTube di Office of Cards!  Learn more about your ad choices. Visit megaphone.fm/adchoices",115,1,INTERVISTA,Alex Fusaro,https://officeofcards.com/ospite/alex-fusaro/,https://podcasts.google.com/feed/aHR0cHM6Ly9mZWVkcy5tZWdhcGhvbmUuZm0vb2ZmaWNlb2ZjYXJkcw/episode/YjFjMGIyMWUtYjUwZC0xMWVlLWE3OTUtOWI5NDdiY2FhNmY5?sa=X&ved=2ahUKEwjjpcWm7pGEAxXvkP0HHaKDBWEQkfYCegQIARAF,alex fusaro,*,*
115_2 Alex Fusaro - Professore e Cantante,https://open.spotify.com/episode/7k7RWB6c89oUBe5Jvdm5tx,"Seconda parte dell'intervista ad Alex Fusaro, professore, cantante e compositore Con Alex tocchiamo tantissimi temi davvero interessanti:  abbiamo sentito di come la musica deve essere allineata al nostro stato d’animo, altrimenti stride e abbiamo una crisi di rigetto. Ho condiviso, su questo tema, la tecnica dell’active deescalation per entrare in sintonia con la persona che vogliamo calmare e poi la portiamo per mano verso uno stato di maggior calma e autocontrollo.  interessante anche l’associazione pavloviana tra musica e stato di flow: prima facciamo conditioning tra lo stato di flow e la musica e come poi l’ascolto di quella data melodia ci possa portare nello stato di flow. è uno strumento davvero potente e dovremmo utilizzarlo per triggerare gli stati produttivi che vogliamo per essere sempre al top.  abbiamo poi discusso nel dettaglio come alcuni tecnicismi della composizione musicale possono essere usati per creare sensazioni diverse in chi le ascolta  e abbiamo chiuso parlando di musica explicit e del male che può fare un ascolto ossessivo di certi stili musicali e certi testi. mi raccomando: se avete figli state attenti a cosa ascoltano!  e molto altro! Trovi show notes e link discussi su https://officeofcards.com/podcasts Scopri la Newsletter di Office of Cards!  Segui il canale YouTube di Office of Cards!  Learn more about your ad choices. Visit megaphone.fm/adchoices",115,2,INTERVISTA,Alex Fusaro,https://officeofcards.com/ospite/alex-fusaro/,https://podcasts.google.com/feed/aHR0cHM6Ly9mZWVkcy5tZWdhcGhvbmUuZm0vb2ZmaWNlb2ZjYXJkcw/episode/ZGUxOTczOGMtYjUwZC0xMWVlLWI1MTUtNDM2MWZmYTM0ZTY4?sa=X&ved=2ahUKEwiwuZfyvaOEAxVhif0HHb0bABwQkfYCegQIARAF,alex fusaro,*,*
"116_1 Gian Luca Comandini - lettura, curiosità, mente aperta e interdisciplinarietà sono i segreti del successo",https://open.spotify.com/episode/3WkTdd32JgV0jA6RzbpjcP,"Prima parte dell'intervista a Gian Luca Comandini, autore, imprenditore, esperto di crypto... e molto altro! Con Gian Luca tocchiamo tantissimi temi davvero interessanti:  il grandissimo vantaggio di sviluppare competenze cross-industry e di saper capire come quello che sappiamo fare può essere applicato ad una marea di ambiti diversi tra loro  il grande valore della lettura per stimolarci a vedere mondi diversi dal nostro, vivere vite diverse e, perché no, ambire a prendere spunti che possiamo poi cercare di integrare nelle nostre vite.  l’importanza di studiare la storia, le biografie, le vite degli altri per arricchire il nostro sistema operativo di strumenti per operare al meglio  abbiamo capito che quasi tutte le nostre paure sono cose DI CUI IMPARIAMO ad avere paura, non sono paure innate. E, se ce ne rendiamo conto, possiamo quindi avere controllo su queste paure e, conseguentemente, non subirne le conseguenze  gli high performers si concentrano su come vogliono che la persona si senta dopo che ha hanno interagito con loro  molti guardano gli alberi, ma i vincenti guardano la foresta e la big picture  “non avere vizi minori” è stato uno dei segreti di Gian Luca che lo hanno spinto a reinvestire tutti i suoi primi guadagni per la creazione del passo successivo della sua crescita professionale, per sviluppare nuove idee, per creare nuovi business.  abbiamo parlato della “prigione dorata” nella quale molti si trovano perché aumentano le loro entrate in maniera graduale, e con esse le uscite, e poi fanno una grande fatica a ridurre le uscite o, peggio ancora, non hanno consapevolezza di quali costi sono tagliabili in modo rapido e cosa invece non possono tagliare se non compromettendo di molto il loro attuale stile di vita  avete anche sentito come Gian Luca abbia investito su sé stesso e abbia investito per avere un endorsement di grande valore che gli ha aperto poi altre mille porte. La cosa che va sottolineata qui era l’approccio strategico: lui i soldi li aveva quindi quelli non aveva senso cercarli… ma gli serviva un brand, una validazione esterna da spendere per cambiare completamente il livello a cui operava. E così ha deciso di lavorare gratis proprio per avere quello sponsor che, parole di Gian Luca, non gli permettevano di andare da 10 a 11, ma di aggiungere uno 0 alla fine  avete sentito di come la curiosità di Gian Luca, la voglia di confrontarsi con persone diverse, di ricevere stimoli da altri, lo abbia portato ad essere esposto al mondo delle criptovalute prima che diventassero un trend noto a tutti  abbiamo anche fatto una riflessione sul valore del denaro, che tutti diamo per scontato perché non lo mettiamo mai in discussione, ma che in realtà è una semplice convenzione che tutti abbiamo deciso di sottoscrivere e che le criptovalute sono riuscite a mettere in discussione  e molto altro! Trovi show notes e link discussi su https://officeofcards.com/podcasts Scopri la Newsletter di Office of Cards!  Segui il canale YouTube di Office of Cards!  Learn more about your ad choices. Visit megaphone.fm/adchoices",116,1,INTERVISTA,Gian Luca Comandini,https://officeofcards.com/ospite/gian-luca-comandini/,https://podcasts.google.com/feed/aHR0cHM6Ly9mZWVkcy5tZWdhcGhvbmUuZm0vb2ZmaWNlb2ZjYXJkcw/episode/MDU3N2ZiYmUtYzA1ZS0xMWVlLWJmYjItYmZiNTFkNmYyNDU3?sa=X&ved=2ahUKEwjB9YuRiLWEAxUMvf0HHfNTDF0QkfYCegQIARAF,gian luca comandini,*,*
"116_2 Gian Luca Comandini - inzuppo, vesta calcio, bitcoin... e molto altro!",https://open.spotify.com/episode/1Dom1cJwxFKGdI96ArObTz,"Seconda parte dell'intervista a Gian Luca Comandini, autore, imprenditore, esperto di crypto... e molto altro! Con Gian Luca tocchiamo tantissimi temi davvero interessanti:  avete sentito come Gian Luca sia stato estremamente strategico nell’analizzare quali fossero i gap di mercato nella digitalizzazione del marketing e abbia scelto di andare in una grande azienda a imparare le skills che gli mancavano. Molto strategica questa scelta perché così il suo profilo era completo e poteva spendersi sul mercato con una credibilità molto maggiore  avete poi sentito come la lettura abbia aiutato Gian Luca ad emergere anche come personaggio pubblico, a sostenere conversazioni anche al di fuori dei suoi ambiti di esperienza, ad essere rispettato da persone molto più vecchie di lui  abbiamo parlato di come la lettura dei libri possa insegnarci ad essere pazienti, skill fondamentale da coltivare, sopratutto nei giorni nostri!  avete poi sentito un’altra grande scommessa di Gian Luca: digitalizzare lo sport del calcio per renderlo moderno e al passo coi tempi. E lo fa mettendoci la faccia: comprando una squadra di calcio e immettendo tutto quello che le serie maggiori, per ora, si sono rifiutate di adottare. L’approccio di metterci la faccia, di dire “ok, WATCH ME” di fronte ad un rifiuto per far vedere che funziona invece che scoraggiarsi.  incredibile poi la storia di Inzuppo, nata come progetto apparentemente divertente e senza direzione… ma se avete ascoltato bene avete sentito i “soliti” ingredienti del successo  networking  studio del mercato e di modelli di business simili  analisi delle esigenze dei clienti e delle loro esigenze  creazione e pianificazione di un MVP in un mercato ideale per fare il test  supporto alla crescita con un piano marketing e un modello che facilitasse la condivisione organica dell’esperienza (leggi: marketing gratis)  e abbiamo chiuso con il libro di Gian Luca… davvero ben scritto e che vi consiglio di leggere.  e molto altro! Trovi show notes e link discussi su https://officeofcards.com/podcasts Scopri la Newsletter di Office of Cards!  Segui il canale YouTube di Office of Cards!  Learn more about your ad choices. Visit megaphone.fm/adchoices",116,2,INTERVISTA,Gian Luca Comandini,https://officeofcards.com/ospite/gian-luca-comandini/,https://podcasts.google.com/feed/aHR0cHM6Ly9mZWVkcy5tZWdhcGhvbmUuZm0vb2ZmaWNlb2ZjYXJkcw/episode/Njc1YTFjZGEtYzA1Zi0xMWVlLTk1ZGUtZjc0MGQ3OTkyNWE5?sa=X&ved=2ahUKEwiH7YGZ1caEAxWDl_0HHWpgC6YQkfYCegQIARAF,gian luca comandini,*,*
"117_1 Paolo Castelletti - non pensate troppo, FATE!",https://open.spotify.com/episode/3AmlrdRnLgb5HMpDldy4lc,"Prima parte dell'intervista a Paolo Castelletti, founder di Kaaja e Blue of a Kind! Con Paolo tocchiamo tantissimi temi davvero interessanti:  siamo partiti parlando dell’umiltà che spesso gli ospiti di questo podcast hanno, attribuendo alla fortuna i loro successi. Ma in realtà spesso dietro questa fortuna ci sono disciplina, posizionamento, un approccio strategico, il network… insomma, non è fortuna, ma un approccio che tutti voi che ascoltate potete replicare!  abbiamo poi parlato dell’importanza di condividere le nostre passioni e vedere se troviamo interlocutori che le condividono… quando va bene possono nascere amicizie, opportunità di lavoro per noi o altri, relazioni, e chissà che altro! Non capita sempre, ma quando capita è magico e per farlo capitare dobbiamo metterci in gioco, come Paolo ha fatto a quel fatidico matrimonio!  abbiamo parlato anche dei processi di acquisizione, di come viverli senza stress e di come possano rappresentare delle enormi opportunità se siamo posizionati in modo ideale per coglierle. Paolo ha condiviso parecchi dietro le quinte per poter decifrare le comunicazioni che le aziende tendono a fare in questi casi, spero vi siano utili!  abbiamo parlato dell’autoconsapevolezza su chi siamo e cosa l’inerzia ci porta a fare e come fare ad evitare di cadere vittima dei nostri impulsi e del nostro istinto. Questo ragazzi è davvero un superpotere che tutti possiamo (e dovremmo) coltivare per avere successo, sia a lavoro che nelle relazioni!  abbiamo anche discusso dell’importanza di provare a costi bassi… ma non solo: dobbiamo anche definire, a monte, quali sono i KPI che definiranno il successo del vostro esperimento.  abbiamo parlato anche dei diversi ruoli che prodotto, IT e marketing hanno nella creazione e gestione di un asset digitale  abbiamo parlato di un concetto base del marketing, purtroppo oggi spesso sottovalutato da molte aziende (e dalle persone quando provano a “vendere” sé stesse): il posizionamento di ciò che stiamo vendendo come soluzione al problema di chi ci ascolta, non come “prodotto figo” in quanto tale.  abbiamo anche parlato dell’importanza di saper ascoltare, di saper stare zitti, di dare spazio agli altri per esprimersi per essere autorevoli, influenti, carismatici… e avere impatto sulle persone con le quali interagiamo  e molto altro! Trovi show notes e link discussi su https://officeofcards.com/podcasts Scopri la Newsletter di Office of Cards!  Segui il canale YouTube di Office of Cards!  Learn more about your ad choices. Visit megaphone.fm/adchoices",117,1,INTERVISTA,Paolo Castelletti,https://officeofcards.com/ospite/paolo-castelletti/,https://podcasts.google.com/feed/aHR0cHM6Ly9mZWVkcy5tZWdhcGhvbmUuZm0vb2ZmaWNlb2ZjYXJkcw/episode/YTcyNzUxZjItYzk3ZS0xMWVlLWIxZTUtNzcwZGNlZjRjZjdi?sa=X&ved=2ahUKEwiR7vGHpdiEAxXekP0HHcjWCsgQkfYCegQIARAF,paolo castelletti,*,*
117_2 Paolo Castelletti - Founder di Kaaja e Blue of a Kind,https://open.spotify.com/episode/5kC7c2Jo39KLhflZHVGPam,"Seconda parte dell'intervista a Paolo Castelletti, founder di Kaaja e Blue of a Kind! Con Paolo tocchiamo tantissimi temi davvero interessanti:  avete sentito l’importanza di lasciarsi bene quando decidiamo di cogliere opportunità professionali al di fuori del contesto aziendale in cui ci troviamo. questo non solo per evitare di farci nemici, ma perché andarsene sbattendo la porta non serve a nulla! e, nel caso di Paolo, avete sentito come il fatto di essersi lasciato bene gli abbia permesso di essere poi richiamato dai suoi ex capi per altre opportunità professionali  abbiamo anche parlato dell’importanza di avere delle metaskill che si possano applicare a industry molto diverse per aumentare le chances di trovare opportunità se dovessimo averne bisogno.  interessante la riflessione sull’importanza di partecipare attivamente alle discussioni, alle riunioni, e alle lezioni alle quali partecipiamo… sia per essere sicuri di aver capito, sia per far capire che stiamo ascoltando, sia per arrivare alla conclusione migliore possibile che includa gli inputs di tutti  abbiamo poi parlato ancora una volta di side gigs, nel caso di Paolo l’unione di una cosa che sa fare e una cosa nella quale crede ciecamente. abbiamo parlato del valore del network per partire, del derisking factor che avere una side gig ha nel caso le cose andassero male con la main, del valore di posizionamento che questa esperienza può avere quando andiamo a fare un colloquio… insomma: nessun downside e tutto upside!  abbiamo parlato dell’importanza di non accontentarci, di avere sempre un piano B, di non sederci su quello che abbiamo e cercare sempre modi per aggiungere (e quindi portare a casa) più valore  e abbiamo chiuso toccando nuovamente il tema centrale di questo episodio: quanto spesso ci focalizziamo sul fare cose che generano opinioni positive degli altri su di noi? Quanto spesso costruiamo e alimentiamo comportamenti, TUTTI I GIORNI, che faranno sì che altre persone ci apprezzino, abbiamo piacere a stare con noi, ci ritengano indispensabili? Temo poco, ma spero che dopo questo episodio tutti voi possiate sviluppare una nuova consapevolezza su voi stessi e su come gli altri vi percepiscono e lavorare per crearvi una reputazione EPICA.  e molto altro! Trovi show notes e link discussi su https://officeofcards.com/podcasts Scopri la Newsletter di Office of Cards!  Segui il canale YouTube di Office of Cards!  Learn more about your ad choices. Visit megaphone.fm/adchoices",117,2,INTERVISTA,Paolo Castelletti,https://officeofcards.com/ospite/paolo-castelletti/,https://podcasts.google.com/feed/aHR0cHM6Ly9mZWVkcy5tZWdhcGhvbmUuZm0vb2ZmaWNlb2ZjYXJkcw/episode/OTBjYmIxODAtYzk4MC0xMWVlLTgyZmUtZTMxNTIwMzI3Mjg5?sa=X&ved=2ahUKEwjt6P2N8umEAxWB5bsIHam3BhEQkfYCegQIARAF,paolo castelletti,*,*
118_1 Santina Giannone - Io voglio lasciare una traccia,https://open.spotify.com/episode/4JGbeTkrhGntOPvtorXIJv,"Questo episodio è sponsorizzato da Scalable. Cerchi un modo semplice, sicuro e conveniente per iniziare a investire?  Con Scalable, entri nel mondo degli investimenti con un partner affidabile e regolamentato e con costi d'ordine incredibilmente bassi. E sai qual è il bello? Con Scalable puoi iniziare a investire con solo 1 Euro! Apri ora un conto Scalable 👉 https://partner.scalable-capital.de/go.cgi?pid=644&wmid=301&cpid=4&prid=13&subid=OFFICE&target=Broker-Online Investire comporta dei rischi. ------------ Prima parte dell'intervista a Santina Giannone, founder di Reputation Lab Con Santina tocchiamo tantissimi temi davvero interessanti:  partiamo parlando delle sue passioni, e di come ne sia diventata consapevole fin da giovanissima. questo è un aspetto fondamentale e spesso sottovalutato… prima capiamo cosa ci piace e prima possiamo cominciare a muoverci nella direzione giusta! La lettura è la cosa che piaceva a Santina, ma tramite la lettura avete sentito come altri ospiti (il più recente Gian Luca Comandini ma solo l’ultimo di N) hanno trovato la loro strada o comunque stimoli per trovare poi la via che li ha portati dove sono.  attraverso la lettura possiamo vivere molte più vite della nostra e quindi renderci capaci di affrontare molte più situazioni rispetto a chi non lo fa. la prima parte di questo podcast è davvero un’ode ai benefici della lettura… spero davvero che, se non siete una persona che legge, questa mezz’ora vi abbia convinto che è una cosa che assolutamente dovete fare!  avete sentito anche l’approccio indiretto del padre di Santina per darle lo stimolo a completare i suoi studi… io lo dico sempre ai manager che il modo migliore per far fare alle persone quello che vogliamo non è dire loro cosa fare facendo leva sulla nostra seniority, o peggio anche il ricatto. No, il modo migliore è toccare le corde che fanno nascere nella persona la voglia intrinseca di fare quella data cosa, di trovare per sé stessa il senso di fare quella data cosa… e vedrete che non solo la farà, ma la farà al 150%, proprio come Santina!  avete sentito come, mettendosi a disposizione di piccole realtà della sua terra, Santina scopre un’altra sua grande passione: le scienze cognitive. Non sto a dirvi quanti ospiti di questo podcast hanno investito su sé stessi in modo analogo a quello che ha fatto Santina: lavoro gratis per te e se funziona mi paghi. Quando una cosa vi piace, e ci credete, questo approccio può portarvi in posti che nemmeno immaginate!  interessante la riflessione che abbiamo fatto sul potere delle storie e del dialogo per influenzare e convincere le persone. ne abbiamo parlato nel contesto della comunicazione e, pragmaticamente, anche per ottenere promozioni a lavoro!  abbiamo anche parlato del potere che deriva dal dare l’etichetta alle nostre sensazioni e ai nostri stati d’animo. non è facile, e un buon modo per avere il distacco e la lucidità per poterci osservare è la meditazione, io consiglio la app walking up di sam harris, che vi linko nelle notes, ma anche oak (che è gratis) è un ottimo modo per iniziare.  Santina ci ha poi fatto una mini-lezione ad alto livello di scienze cognitive. mi è piaciuta perché da un lato ci dà strumenti che possiamo usare nelle nostre relazioni, dall’altro ci rende consapevoli di quello che gli altri fanno su di noi.  “se hai qualcosa che non va dentro di te, la tua comunicazione ne risente”… bellissima la riflessione di Santina sul risolvere i conflitti interiori che abbiamo per avere motivazioni chiare e logiche a supporto delle decisioni che prendiamo e di come comunichiamo  e molto altro! Trovi show notes e link discussi su https://officeofcards.com/podcasts Scopri la Newsletter di Office of Cards!  Segui il canale YouTube di Office of Cards!  Learn more about your ad choices. Visit megaphone.fm/adchoices",118,1,INTERVISTA,Santina Giannone,https://officeofcards.com/ospite/santina-giannone/,https://podcasts.google.com/feed/aHR0cHM6Ly9mZWVkcy5tZWdhcGhvbmUuZm0vb2ZmaWNlb2ZjYXJkcw/episode/OThjOTYxMzgtZDdkYy0xMWVlLWJlNzAtN2Y3MDIwMzU3ZTEw?sa=X&ved=2ahUKEwi04-yRvPuEAxWTybsIHSw9CDMQkfYCegQIARAF,santina giannone,*,*
